Timestamp,Total_Host_CPU_%,Total_Host_Mem_MB,Ollama_CPU_%,Ollama_Mem_MB
2026-06-12T08:04:07.333169,660.8,14189.4,0.0,0.0
2026-06-12T08:04:37.436079,963.2,13827.2,0.0,0.0
2026-06-12T08:05:07.538493,774.4,14192.5,0.0,0.0
2026-06-12T08:05:37.643075,649.6,14214.5,0.0,0.0
2026-06-12T08:06:07.745699,792.0,13943.2,0.0,0.0
2026-06-12T08:06:37.847924,643.2,13934.8,0.0,0.0
2026-06-12T08:07:07.950249,750.4,14029.2,0.0,0.0
2026-06-12T08:07:38.052893,939.2,14137.7,0.0,0.0
2026-06-12T08:08:08.155561,649.6,14088.1,0.0,0.0
2026-06-12T08:08:38.258475,563.2,14279.0,0.0,0.0
2026-06-12T08:09:08.360710,636.8,14348.4,0.0,0.0
2026-06-12T08:09:38.463610,569.6,14088.3,0.0,0.0
2026-06-12T08:10:08.568255,657.6,14128.5,0.0,0.0
2026-06-12T08:10:38.670488,768.0,14226.2,0.0,0.0
2026-06-12T08:11:08.773017,697.6,14299.9,0.0,0.0
2026-06-12T08:11:38.875461,659.2,14317.0,0.0,0.0
2026-06-12T08:12:08.979194,705.6,14435.4,0.0,0.0
2026-06-12T08:12:39.081930,875.2,14430.6,0.0,0.0
2026-06-12T08:13:09.184369,723.2,14454.2,0.0,0.0
2026-06-12T08:13:39.286840,723.2,14431.5,0.0,0.0
2026-06-12T08:14:09.389256,856.0,14298.7,0.0,0.0
2026-06-12T08:14:39.492147,595.2,14304.4,0.0,0.0
2026-06-12T08:15:09.595138,710.4,13625.9,0.0,0.0
2026-06-12T08:15:39.697631,600.0,13665.2,0.0,0.0
2026-06-12T08:16:09.799968,640.0,13752.0,0.0,0.0
2026-06-12T08:16:39.902653,611.2,13812.4,0.0,0.0
2026-06-12T08:17:10.005272,643.2,13826.1,0.0,0.0
2026-06-12T08:17:40.109154,592.0,13862.9,0.0,0.0
2026-06-12T08:18:10.211410,628.8,13865.8,0.0,0.0
2026-06-12T08:18:40.314224,761.6,13900.3,0.0,0.0
2026-06-12T08:19:10.416600,572.8,13930.6,0.0,0.0
2026-06-12T08:19:40.519047,716.8,13933.2,0.0,0.0
2026-06-12T08:20:10.621899,532.8,14048.6,0.0,0.0
2026-06-12T08:20:40.724406,734.4,14053.6,0.0,0.0
2026-06-12T08:21:10.826728,646.4,14089.5,0.0,0.0
2026-06-12T08:21:40.929144,849.6,14213.7,0.0,0.0
2026-06-12T08:22:11.031758,1105.6,14296.7,0.0,0.0
2026-06-12T08:22:41.134685,897.6,14316.6,0.0,0.0
2026-06-12T08:23:11.237758,892.8,14439.8,0.0,0.0
2026-06-12T08:23:41.340358,713.6,14710.5,0.0,0.0
2026-06-12T08:24:11.443518,600.0,14686.2,0.0,0.0
2026-06-12T08:24:41.546101,587.2,14702.3,0.0,0.0
2026-06-12T08:25:11.648756,820.8,14721.9,0.0,0.0
2026-06-12T08:25:41.752270,857.6,14723.5,0.0,0.0
2026-06-12T08:26:11.855598,734.4,14769.9,0.0,0.0
2026-06-12T08:26:41.958893,880.0,14830.0,0.0,0.0
2026-06-12T08:27:12.061223,678.4,14801.5,0.0,0.0
2026-06-12T08:27:42.163725,904.0,14822.7,0.0,0.0
2026-06-12T08:28:12.267590,683.2,14860.0,0.0,0.0
2026-06-12T08:28:42.369988,561.6,14891.4,0.0,0.0
2026-06-12T08:29:12.472574,878.4,15032.1,0.0,0.0
2026-06-12T08:29:42.575982,742.4,14960.3,0.0,0.0
2026-06-12T08:30:12.679194,758.4,14381.7,0.0,0.0
2026-06-12T08:30:42.782119,816.0,14605.4,0.0,0.0
2026-06-12T08:31:12.885077,443.2,11502.4,0.0,0.0
2026-06-12T08:31:42.987331,190.4,10390.4,0.0,0.0
2026-06-12T08:32:13.089189,678.4,13106.0,0.0,0.0
2026-06-12T08:32:43.191634,630.4,13231.0,0.0,0.0
2026-06-12T08:33:13.293995,800.0,13422.1,0.0,0.0
2026-06-12T08:33:43.396632,700.8,13771.1,0.0,0.0
2026-06-12T08:34:13.499029,582.4,13853.8,0.0,0.0
2026-06-12T08:34:43.601779,604.8,13738.8,0.0,0.0
2026-06-12T08:35:13.704858,836.8,13770.7,0.0,0.0
2026-06-12T08:35:43.807442,972.8,13788.6,0.0,0.0
2026-06-12T08:36:13.911565,785.6,13813.1,0.0,0.0
2026-06-12T08:36:44.014675,656.0,13831.7,0.0,0.0
2026-06-12T08:37:14.116863,689.6,13960.6,0.0,0.0
2026-06-12T08:37:44.219802,576.0,14023.3,0.0,0.0
2026-06-12T08:38:14.322378,620.8,14092.1,0.0,0.0
2026-06-12T08:38:44.425658,953.6,14029.3,0.0,0.0
2026-06-12T08:39:14.529061,808.0,14005.7,0.0,0.0
2026-06-12T08:39:44.631692,828.8,13982.8,0.0,0.0
2026-06-12T08:40:14.734353,702.4,14008.7,0.0,0.0
2026-06-12T08:40:44.836913,1297.6,13997.8,0.0,0.0
2026-06-12T08:41:14.941782,1332.8,14002.6,0.0,0.0
2026-06-12T08:41:45.048742,776.0,14000.1,0.0,0.0
2026-06-12T08:42:15.151086,990.4,14002.6,0.0,0.0
2026-06-12T08:42:45.254888,828.8,14134.8,0.0,0.0
2026-06-12T08:43:15.358673,662.4,14172.6,0.0,0.0
2026-06-12T08:43:45.461015,683.2,14142.9,0.0,0.0
2026-06-12T08:44:15.563107,697.6,14189.3,0.0,0.0
2026-06-12T08:44:45.665316,750.4,14184.7,0.0,0.0
2026-06-12T08:45:15.768175,652.8,12691.1,0.0,0.0
2026-06-12T08:45:45.870608,736.0,12733.4,0.0,0.0
2026-06-12T08:46:15.972994,662.4,12796.8,0.0,0.0
2026-06-12T08:46:46.075058,691.2,12819.2,0.0,0.0
2026-06-12T08:47:16.177279,694.4,12873.3,0.0,0.0
2026-06-12T08:47:46.279438,553.6,12955.7,0.0,0.0
2026-06-12T08:48:16.381716,732.8,12997.4,0.0,0.0
2026-06-12T08:48:46.484768,776.0,12999.8,0.0,0.0
